Id,NameAr,Name,DescriptionArSummary,TypeName,MainImageUrl,CRNumber,ActiveStatus,StampImage,Rating,RatingNum,Url,Phone,whatsapp,Email,Website,Instgram,Twiter
210367,متجر مواعين,Mwaen,متجر لبيع الاواني المنزلية بالجملة,أخرى,https://maroof.sa//app/businesses/Tmp/attachment_189986.jpg,1010739311.0,0,/Content/Stamps/gold-logo.png,0.0,0,/210367,0506611673,,Mwaen30@gmail.com,https://mwaen.com/ar/Home,,
210344,موقع الكتروني لمؤسسة عبدالله يسلم باخميس للتجارة ,A website for Abdullah Yeslam Bakhmis Trading Est,بيع فواصل المنيوم وعوازل صوتية وفتحات صيانة وديكورات جبسية ,أخرى,https://maroof.sa//app/businesses/Tmp/attachment_189970.jpg,1010110845.0,0,/Content/Stamps/gold-logo.png,0.0,0,/210344,0508386312,https://wa.me/966508386312,n.bafadhl@bakhamis.com,https://bakhamis-store.com/,,
210239,مصنع زهرة فيولا,VIOLA FLOWER,متجر متخصص في بيع وتسويق مستحضرات التجميل والزيوت الطبيعية والمشروبات العشبية الطبيعية,أخرى,https://maroof.sa//app/businesses/Tmp/attachment_189872.jpg,4030161860.0,0,/Content/Stamps/gold-logo.png,0.0,0,/210239,0548512920,https://wa.me/966548512920,violaflawer@hotmail.com,https://viola--flower.com,,
210347,قطرات النحل للعسل,Bee Drops  honey,لبيع العسل  ,أخرى,https://maroof.sa//app/businesses/product1.jpg,1010749739.0,0,/Content/Stamps/gold-logo.png,0.0,0,/210347,0566681912,https://wa.me/966566681912,bee.drops.sa@gmail.com,https://salla.sa/beedrops,https://instagram.com/beedrops.sa,https://twitter.com/beedrops_sa
210235,نو آدد شوقر,No Added Sugar,منتجات تخص اليوقا مصممة في السعودية,أخرى,https://maroof.sa//app/businesses/Tmp/attachment_189866.jpg,1010639612.0,0,/Content/Stamps/gold-logo.png,0.0,0,/210235,0506449199,https://wa.me/966506449199,hello@noaddedsugar.me,https://www.noaddedsugar.me,https://instagram.com/noaddedsugar.me,
210224,مؤسسة روعة إناء,,متجر الكتروني يهتم بالأكواب والأواني المنزلية,أخرى,https://maroof.sa//app/businesses/product1.jpg,4650230682.0,0,/Content/Stamps/gold-logo.png,0.0,0,/210224,0538584642,https://wa.me/966538584642,m13a85@gmail.com,https://rouat-enna.com,,
210216,متجر عبدالاله,Abdulelah's store,توفير قطع الكمبيوتر من قبل وكلاء رسميين في السعودية,أخرى,https://maroof.sa//app/businesses/Tmp/attachment_194657.jpg,1010749483.0,0,/Content/Stamps/gold-logo.png,0.0,0,/210216,0599286597,https://wa.me/966599286597,Abdulelahs_store@outlook.com,https://abdulelah-store.com/,,
210229,مؤسسة عبدالله سليمان بن صالح البندر للعود ,,تجارة العود والبخور الطبيعي والمحسن ,أخرى,https://maroof.sa//app/businesses/Tmp/attachment_189861.jpg,1131314764.0,0,/Content/Stamps/gold-logo.png,0.0,0,/210229,0542631134,https://wa.me/966542631134,Albandar.oud@gmail.com,https://salla.sa/albandar_oud,,
210222,مزرعة شرق,Sharq Farm,بيع جميع مستلزمات الزراعة من تربة و أسمدة، بذور، أدوات زراعية، شتلات ونباتات,أخرى,https://maroof.sa//app/businesses/product1.jpg,2063606919.0,0,/Content/Stamps/gold-logo.png,0.0,0,/210222,0505843150,https://wa.me/966505843150,abdrabalnabi@gmail.com,https://www.sharqfarm.com,https://instagram.com/sharqfarm,
210232,هيام للعطور,Heyam perfume,منصة مختصة  لبراند صنع في السعودية بيد شغوفة ومحبة للعطور اختارت اجود انواع العطور الفريده من نوعها ...,أخرى,https://maroof.sa//app/businesses/Tmp/attachment_189863.jpg,2055130436.0,0,/Content/Stamps/gold-logo.png,0.0,0,/210232,0553711754,https://wa.me/966553711754,Fatimah.s98@outlook.com,https://heyam-perfume.com/,https://instagram.com/heyam_perfume,
210226,مكتب أمين الشنقيطي للاستشارات المحاسبية  مستند,,"الخدمات المحاسبية
تسجيل القيود وادارة النظام المحاسبي
واصدار التقارير المالية
وخدمات واستشارات ...",أخرى,https://maroof.sa//app/businesses/Tmp/attachment_189859.jpg,4650232346.0,0,/Content/Stamps/gold-logo.png,0.0,0,/210226,0503177795,https://wa.me/966503177795,info@mostnad.com,https://www.mostnad.com,,https://twitter.com/mostnad
210223,متجر جنان الزراعي,,مختصون بالزراعة قادتهم مبادرة السعودية الخضراء إلى تأسيس متجر جنان الزراعي لتوفير احتياجاتكم ...,أخرى,https://maroof.sa//app/businesses/Tmp/attachment_189855.jpg,1131314076.0,0,/Content/Stamps/gold-logo.png,0.0,0,/210223,0503958044,https://wa.me/966503958044,jnnan2021@gmail.com,https://jnnan.com/,https://instagram.com/jnnan_sa,https://twitter.com/jnnan_sa
210292,بروكا ,Broca,بيع القهوة و  منتجات القهوة و الاكواب,أخرى,https://maroof.sa//app/businesses/Tmp/attachment_189914.jpg,2055131545.0,0,/Content/Stamps/gold-logo.png,0.0,0,/210292,0505902004,,B.b.k.b14@gmail.com,https://www.instagram.com/broca.sa/,https://www.instagram.com/broca.sa/,
210296,لاف يوم التجارية ,,بيع ملابس ,أخرى,https://maroof.sa//app/businesses/product1.jpg,1010698058.0,0,/Content/Stamps/gold-logo.png,0.0,0,/210296,0552506690,https://wa.me/966552506690,rain.m96@hotmail.com,,,
210298, وسق,wasqstore,وسق متجر  الكتروني يخدم جميع عشاق القهوة بمجموعة متنوعة من ادوات  القهوة المختصه ,أخرى,https://maroof.sa//app/businesses/Tmp/attachment_189920.jpg,1010746138.0,0,/Content/Stamps/gold-logo.png,0.0,0,/210298,0557328207,,wasqstore@gmail.com,https://wasq-store.com/,https://instagram.com/wasqstore,https://twitter.com/wasqstore
210286,نوس,NOS,اواني واكسسوارات  منزلية ,أخرى,https://maroof.sa//app/businesses/product1.jpg,1010450223.0,0,/Content/Stamps/gold-logo.png,0.0,0,/210286,0596901180,,Nosteam.sm@gmail.com,,https://instagram.com/nos_senseofobjects,
210288,إلما للاحذية والشنط,Elma1a,تجارة التجزئه للاحذية والشنط,أخرى,https://maroof.sa//app/businesses/product1.jpg,4030157844.0,0,/Content/Stamps/gold-logo.png,0.0,0,/210288,0553454200,https://wa.me/966553454200,king-alahli@hotmail.com,https://elma1a.com,,
210275,متجر سموا,Store smwah,عطور ومكياج اصليه,أخرى,https://maroof.sa//app/businesses/Tmp/attachment_189903.jpg,4030231379.0,0,/Content/Stamps/gold-logo.png,0.0,0,/210275,0553447373,,rozanmoh67@icloud.com,https://salla.sa/store_sameah,https://instagram.com/bgsmwah,
210253,أرفه,Arfah,عطور,أخرى,https://maroof.sa//app/businesses/Tmp/attachment_189883.jpg,1010717768.0,0,/Content/Stamps/gold-logo.png,0.0,0,/210253,0506365375,https://wa.me/966506365375,fahdasaleem@gmail.com,https://arfahperfumes.com/,,
210280,متجر أليفك,Aleefk Store,متجر متخصص في مستلزمات الحيوانات الأليفة,أخرى,https://maroof.sa//app/businesses/Tmp/attachment_189905.jpg,1010746500.0,0,/Content/Stamps/gold-logo.png,0.0,0,/210280,0580522892,https://wa.me/966580522892,aleefk-sa@outlook.sa,https://aleefk-sa.com,https://instagram.com/aleefk_sa,
210283,متجر لعبتي العجيبة ,mytoy,متجر الكتروني لبيع الألعاب والأكواب ,أخرى,https://maroof.sa//app/businesses/Tmp/attachment_190546.jpg,1010739555.0,0,/Content/Stamps/gold-logo.png,0.0,0,/210283,0505909521,https://wa.me/966505909521,mytoy.ksa@gmail.com,https://mytoy-a.com,,
210250,مصنع سارة,Sara factory ,صناعة ,أخرى,https://maroof.sa//app/businesses/product1.jpg,1010731837.0,0,/Content/Stamps/gold-logo.png,0.0,0,/210250,0535013998,,Sarabinsafran@hotmail.com,,https://instagram.com/ovensitaly,
210265,وذفة,WATHFAH,ملابس عبايات نسائية,أخرى,https://maroof.sa//app/businesses/product1.jpg,1010748090.0,0,/Content/Stamps/gold-logo.png,0.0,0,/210265,0564433384,https://wa.me/966564433384,wathfahsa@gmail.com,https://salla.sa/wathfah,https://www.instagram.com/wathfah.sa/?utm_medium=copy_link,
210249,مؤسسة الفخامة الجديدة للخدمات التجارية ,New Fakhama Corporation for Commercial Services,مؤسسة تجارية,أخرى,https://maroof.sa//app/businesses/product1.jpg,5950124831.0,0,/Content/Stamps/gold-logo.png,0.0,0,/210249,0553268450,,shshsjkdbg9976@gmail.com,https://www.maroof.sa,,
210215,الطيب الفاخر ,ALTEEB ALFAKHIR,الطيب الفاخر للعطور والعود والبخور والمسك ,أخرى,https://maroof.sa//app/businesses/Tmp/attachment_189842.jpg,2050143201.0,0,/Content/Stamps/gold-logo.png,0.0,0,/210215,0545517886,https://wa.me/966545517886,info@alteebalfakhir.com,https://alteebalfakhir.com/,https://instagram.com/alteebalfakhir,https://twitter.com/alteebalfakhir
210273,تطبيق عون للمواد الغذائية,oun,عون هو تطبيق يخدم الأفراد ويقدم لهم شراء المنتجات الغذائية والاحتياجات اليومية بأرخص الأسعار طوال ...,أخرى,https://maroof.sa//app/businesses/Tmp/attachment_189900.jpg,1010723658.0,0,/Content/Stamps/gold-logo.png,0.0,0,/210273,0506292237,https://wa.me/966506292237,Info@oun.app,https://oun.app/,https://instagram.com/ounapp_ksa,https://twitter.com/OunApp_KSA
210248,مؤسسة الاثير الراقي للخدمات التجارية ,AlAtheer AlRaqi Corporation for Commercial Servi,مؤسسه تجارية,أخرى,https://maroof.sa//app/businesses/product1.jpg,5950124811.0,0,/Content/Stamps/gold-logo.png,0.0,0,/210248,0507333854,https://wa.me/966507333854,sjshshhdbrid9907@gmail.com,http://www.maroof.sa,,
210214,إبتسم بثقة,Smile with Confidence SWC,تقنيات ذكاء اصطناعي في طب الاسنان,أخرى,https://maroof.sa//app/businesses/product1.jpg,4650233135.0,0,/Content/Stamps/gold-logo.png,0.0,0,/210214,0544783836,,Info@swc-dent.com,https://www.swc-dent.com,https://instagram.com/swc_ai,https://twitter.com/SWC_AI
210281,راني للألات الموسيقية ,Rani Musical Instruments,البيع بالتجزئة للألات الموسيقية وصناعة الاعواد ,أخرى,https://maroof.sa//app/businesses/Tmp/attachment_189906.jpg,4030390376.0,0,/Content/Stamps/gold-logo.png,0.0,0,/210281,0506541677,https://wa.me/966506541677,Rany.music.ksa@gmail.com,https://salla.sa/ranymusic.com/,,
210205,مؤسسة احمد سالم ناصر القعيط للتجارة,QU8,البيع عن طريق الانترنت,أخرى,https://maroof.sa//app/businesses/product1.jpg,1011147111.0,0,/Content/Stamps/gold-logo.png,0.0,0,/210205,0591062348,https://wa.me/966591062348,Qu8.ksa@gmail.com,http://qu8-store.com,,
210196,زوسيمي,Zosime,Zosime is a Saudi brand located in Riyadh  we seek perfection by  combining the best quality and ...,أخرى,https://maroof.sa//app/businesses/Tmp/attachment_189824.jpg,1010749389.0,0,/Content/Stamps/gold-logo.png,0.0,0,/210196,0532459199,https://wa.me/966532459199,zosimeclothing@gmail.com,,https://instagram.com/lzosimel,https://twitter.com/lzosimel
210204,بقالة فيافي حائل,Grocery in Hail,بيع تموينات غذائية,أخرى,https://maroof.sa//app/businesses/Tmp/attachment_189833.jpg,3350154360.0,0,/Content/Stamps/gold-logo.png,0.0,0,/210204,0500687477,https://wa.me/966500687477,a06-5@hotmail.com,https://alfares1122.com,,
210191,مؤسسة دائرة الضمان للصيانة,Warranty Department Corporation for Maintenance,صيانة اجهزة التكييفوبيع قطع الغيار ,أخرى,https://maroof.sa//app/businesses/Tmp/attachment_189820.jpg,1131292386.0,0,/Content/Stamps/gold-logo.png,0.0,0,/210191,0533973386,https://wa.me/966533973386,abv2141@gmail.com,https://salla.sa/daman,https://instagram.com/alqassim0004,https://twitter.com/alqassim0004
210198,دار الأديم للنشر,Aladeem publishing,نشر وتوزيع الكتب الرقمية,أخرى,https://maroof.sa//app/businesses/Tmp/attachment_189826.jpg,1113102140.0,0,/Content/Stamps/gold-logo.png,0.0,0,/210198,0553102216,https://wa.me/966553102216,aladeem2022@gmail.com,https://aladeemksa.com/,,
210182,محمصة الطعم النادر للقهوة,Rare Taste Coffee Roaster,محمصة مختصة في سلالات وأصناف البن النادرة ,أخرى,https://maroof.sa//app/businesses/product1.jpg,1010669916.0,0,/Content/Stamps/gold-logo.png,0.0,0,/210182,0543331422,,dr.adm1984@hotmail.com,https://raretastecoffee.com/,https://instagram.com/rare.taste.sa,
210179,جداول غذائية,Nutrition ,انظمة غذائية ,أخرى,https://maroof.sa//app/businesses/product1.jpg,4032240640.0,0,/Content/Stamps/gold-logo.png,0.0,0,/210179,0504133395,,Shodi.011@icloud.com,,https://instagram.com/sh118.8?utm_medium=copy_link,
210208,مسارات النقل التجاري,Commercial Transport Routes,نقل مخلفات البناء والأنقاض ونقل نفايات المنشآت التجارية والخاصة ,أخرى,https://maroof.sa//app/businesses/Tmp/attachment_189846.jpg,4031026781.0,0,/Content/Stamps/gold-logo.png,0.0,0,/210208,0504510114,https://wa.me/966555010280,c-t-r2011@hotmail.com,https://www.ctr.sa.com,,
210177,مؤسسة عطر الجمال,beautyprfume,بيع جميع ماركات العطور الأصلية والعالمية بمختلف الأحجام,أخرى,https://maroof.sa//app/businesses/product1.jpg,4030433120.0,0,/Content/Stamps/gold-logo.png,0.0,0,/210177,0546467933,https://wa.me/966546467933,beautyperfumesa@gmail.com,,,
210169,متجر سك,MtjrSuk,بيع العود و البخور بالجملة,أخرى,https://maroof.sa//app/businesses/product1.jpg,1126106717.0,0,/Content/Stamps/gold-logo.png,0.0,0,/210169,0507838285,https://wa.me/966507838385,mtjrsuk@gmail.com,https://mtjrsuk.com/,https://instagram.com/mtjrsuk,https://twitter.com/mtjrsuk
210162,عالم قطتي,caty world,نعمل في متجر عالم قطتي على مساعدة جميع محبي الحيوانات الأليفة بمختلف أنحاء المملكة العربية السعودية ...,أخرى,https://maroof.sa//app/businesses/product1.jpg,1010733306.0,0,/Content/Stamps/gold-logo.png,0.0,0,/210162,0569211602,https://wa.me/966569211602,catyworld2@gmail.com,https://catyworld.com/,https://instagram.com/catyworld_,https://twitter.com/catyworld_
210152,عطور لوسين,locin perfume,متجر عطور,أخرى,https://maroof.sa//app/businesses/Tmp/attachment_208895.jpg,4030433065.0,0,/Content/Stamps/gold-logo.png,0.0,0,/210152,0532411073,https://wa.me/966532411073,locin_perfume@outlook.com,https://locinperfume.com,,
210189,اوساقي ستور,usagi store,متجر ملابس وجاكيتات واكسسوار موجه لمحبين الأنمي الياباني ,أخرى,https://maroof.sa//app/businesses/Tmp/attachment_189818.jpg,1115102926.0,0,/Content/Stamps/gold-logo.png,0.0,0,/210189,0557664263,https://wa.me/966557664263,deemafreelancer22@gmail.com,https://salla.sa/harostore,https://instagram.com/usagii.store,
210147,مؤسسة خروف المرعى التجارية ,kharouf Almraa,توفير منتجات اللحوم وتوصيلها ,أخرى,https://maroof.sa//app/businesses/Tmp/attachment_189774.jpg,2055131091.0,0,/Content/Stamps/gold-logo.png,0.0,0,/210147,0556366957,https://wa.me/556366957966,harafysa@icloud.com,https://harafy.com,https://instagram.com/harafysa,
210153,شقراء ماركت ,shagramarket1,متجر وسوبر ماركت مواد غذائية ,أخرى,https://maroof.sa//app/businesses/product1.jpg,5911505006.0,0,/Content/Stamps/gold-logo.png,0.0,0,/210153,0537465894,https://wa.me/966537465894,montaser.55@hotmail.com,http://shagramarket.sa/public,,
210126,عطور سين ,Sin,عطور تليق بالمقام ,أخرى,https://maroof.sa//app/businesses/Tmp/attachment_189746.jpg,1010732351.0,0,/Content/Stamps/gold-logo.png,0.0,0,/210126,0551396676,https://wa.me/966503768361,Slma08009@gmail.com,https://salla.sa/sins,https://instagram.com/sin_28_28,
210138,سون مون ,soon moon ,بيع منتجات القهوة و الشاي و الموية  ,أخرى,https://maroof.sa//app/businesses/product1.jpg,1010719468.0,0,/Content/Stamps/gold-logo.png,0.0,0,/210138,0560269996,https://wa.me/966560269996,Info@soon-moon.com,https://soon-moon.com/,,
210127,لفوري,lvory,متجر الكتروني لبيع العطورات والعود والبخور ,أخرى,https://maroof.sa//app/businesses/Tmp/attachment_189747.jpg,1010724928.0,0,/Content/Stamps/gold-logo.png,0.0,0,/210127,0500492103,,lvory@outlook.sa,https://lvory-sa.com,,
210145,آيرس,,متجر مختص بالبصريات,أخرى,https://maroof.sa//app/businesses/product1.jpg,1010643623.0,0,/Content/Stamps/gold-logo.png,0.0,0,/210145,0530512812,https://wa.me/966530512812,Iristoresa@gmail.com,https://iristore.net,,
210115,مواشي لحمة افضل سعر اقل ,Mawashii,متجر لبيع اللحوم ,أخرى,https://maroof.sa//app/businesses/product1.jpg,4031225470.0,0,/Content/Stamps/gold-logo.png,0.0,0,/210115,0564000804,https://wa.me/966564000804,Mohammed.mansi001@gmail.com,https://salla.sa/mawashii,,
210097,مؤسسة سهيله القاسم,Suhaila Alqassm Management Consultancy ,استشارات اداريه عليا,أخرى,https://maroof.sa//app/businesses/product1.jpg,1010693925.0,0,/Content/Stamps/gold-logo.png,0.0,0,/210097,0538704282,https://wa.me/966538704282,info@suhailaalqassm.com,https://suhailaalqassm.com/,,
210107,محمد للهدايا ,Love moments ,"الشزاء  من الماركات العالميه 
تجهيزها توصيلها ",أخرى,https://maroof.sa//app/businesses/Tmp/attachment_189730.jpg,1010723376.0,0,/Content/Stamps/gold-logo.png,0.0,0,/210107,0534933250,https://wa.me/966534933250,mhmdsraa@hotmail.com,https://www.instagram.com/p/CU_M_R8KBz2/?utm_medium=copy_link,https://www.instagram.com/p/CU_M_R8KBz2/?utm_medium=copy_link,https://twitter.com/bw5s_gift
210131,شركة جبال القهر للسياحة,Alqahar mountains company for tourism ,تنظيم رحلات سياحية ,أخرى,https://maroof.sa//app/businesses/product1.jpg,5906334488.0,0,/Content/Stamps/gold-logo.png,0.0,0,/210131,0559836246,https://wa.me/966559836246,E9saalfaify@gmail.com,,https://instagram.com/mnmnh80,
210085,معرض الذهب,The gold gallery,نوفر لك سيدتي اجمل المشغولات الذهبية من خلال متجرنا المتخصص في بيع الذهب والمجوهرات ,أخرى,https://maroof.sa//app/businesses/Tmp/attachment_191472.jpg,4030433026.0,0,/Content/Stamps/gold-logo.png,0.0,0,/210085,0546542051,https://wa.me/966546542051,goldgallery.jed@gmail.com,https://www.instagram.com/goldgallery.jed/,https://www.instagram.com/goldgallery.jed/,
210090,براند ثمان,8ight brand,ملابس رجالية ونسائية,أخرى,https://maroof.sa//app/businesses/Tmp/attachment_189721.jpg,1010732328.0,0,/Content/Stamps/gold-logo.png,0.0,0,/210090,0506008033,,8ight.sa@gmail.com,https://www.my8ight.com,,
210106,سنتال,santal,متجر ألكتروني لبيع العطور,أخرى,https://maroof.sa//app/businesses/Tmp/attachment_191407.jpg,1010740992.0,0,/Content/Stamps/gold-logo.png,0.0,0,/210106,0506586716,https://wa.me/966506586716,santal.perfumes@gmail.com,https://santalperfumes.com/,,
210113,اسرمنتجه,,تطبيق يضم الاسر المنتجة والمطاعم لتسهيل عرض منتاجتهم وتوصليها للعميل من قبل مناديب التوصيل,أخرى,https://maroof.sa//app/businesses/Tmp/attachment_189735.jpg,1010668149.0,0,/Content/Stamps/gold-logo.png,0.0,0,/210113,0532601135,,familyproductt@gmail.com,,,
210091,تسويق مواد غذائية ,food marketing,تسويق ,أخرى,https://maroof.sa//app/businesses/product1.jpg,3550140559.0,0,/Content/Stamps/gold-logo.png,0.0,0,/210091,0535080082,https://wa.me/966535080082,marktimgfood@gmail.com,,https://instagram.com/saffron4730,
210070,عطايا المدينة,ATAYA ALMADINAH,مؤسسة عطايا المدينة اسم مميز في عالم التمور الفاخرة ذات الجودة العالية والمطابقة لأعلى معايير ...,أخرى,https://maroof.sa//app/businesses/Tmp/attachment_189708.jpg,4651103138.0,0,/Content/Stamps/gold-logo.png,0.0,0,/210070,0537899997,https://wa.me/966537899997,atayaalmadinah@gmail.com,https://atayamed.com,https://instagram.com/ataya_med,https://twitter.com/ATAYA_MED
210060,مؤسسة سفير النخبة للعود,safir alnokhbah lloud,متجر لبيع البخور والأدهان ,أخرى,https://maroof.sa//app/businesses/product1.jpg,4030415794.0,0,/Content/Stamps/gold-logo.png,0.0,0,/210060,0507776488,https://wa.me/966507776488,safir.aloud1@gmail.com,https://www.safir-aloud.com,,
210074,عطور  اس جي ,Sj perfumes ,عطورات ,أخرى,https://maroof.sa//app/businesses/product1.jpg,1010716639.0,0,/Content/Stamps/gold-logo.png,0.0,0,/210074,0552310640,,sj.perfume.sa@gmail.com,https://sjperfumes.com/,,
210063,اكليل العود,Ekleeloud ,متخصص في بيع العود الطبيعي والمحسن وأذهان العود ومستلزماتها ,أخرى,https://maroof.sa//app/businesses/Tmp/attachment_189701.jpg,5855346749.0,0,/Content/Stamps/gold-logo.png,0.0,0,/210063,0599959580,https://wa.me/966599959580,ahmed05057887@gmail.com,https://salla.sa/ekleeloud,,
210066,مؤسسة الريم للعطور والتجميل ,alreem establishmen,متجر الريم للعطور والتجميل يسعدنا بتقديم كل ما يخص الماركات والبراندات العالمية من العطور والتجميل ...,أخرى,https://maroof.sa//app/businesses/Tmp/attachment_189704.jpg,2050146280.0,0,/Content/Stamps/gold-logo.png,0.0,0,/210066,0557081006,https://wa.me/966557081006,rime_1@outlook.sa,https://alreemsa.com,,
210049,مؤسسة جسر الخليج ,Gulf Bridge,تنظيم معارض ومؤتمرات ,أخرى,https://maroof.sa//app/businesses/product1.jpg,2051232868.0,0,/Content/Stamps/gold-logo.png,0.0,0,/210049,0545088005,https://wa.me/966545088005,jaffarayat@gmail.com,,https://instagram.com/gbo_sa,
210043,متجر لوتا للعطور,Luta perfume store ,منتجات عطور ,أخرى,https://maroof.sa//app/businesses/product1.jpg,1010749160.0,0,/Content/Stamps/gold-logo.png,0.0,0,/210043,0500447737,,Lo2008gr@hotmail.com,https://lutaperfumes.com/,,
210058,توصيل ماء زمزم الي جميع المدن داخل المملكة,Zamzam water delivery to all cities inside the kin,توصيل ماء زمزم الي جميع المدن داخل المملكة,أخرى,https://maroof.sa//app/businesses/Tmp/attachment_189696.jpg,4030418382.0,0,/Content/Stamps/gold-logo.png,0.0,0,/210058,0566459571,,aliynfnfn@gmail.com,,,https://twitter.com/ikea68246132
210041,لوزار,LOZAR,منصة لبيع العطور والزيوت العطرية والبخور والعود ومستحضرات التجميل,أخرى,https://maroof.sa//app/businesses/Tmp/attachment_189681.jpg,4030426211.0,0,/Content/Stamps/gold-logo.png,0.0,0,/210041,0501009017,https://wa.me/966501009017,LOZARone@gmail.com,https://lozar.co/,https://instagram.com/lozar_co,
210068,مجوهرات سنيم,Saneem Jewelry,منصة الكترونية لتصميم وبيع المجوهرات ,أخرى,https://maroof.sa//app/businesses/Tmp/attachment_207513.jpg,1132112462.0,0,/Content/Stamps/gold-logo.png,0.0,0,/210068,0500356850,https://wa.me/966500356850,saneemweb@gmail.com,https://saneemjewelry.com/,,https://twitter.com/saneemjewelry
210064,مؤسسة احمد باحميد للتجارة,,البيع بالجملة والتجزئة لقطع الغيار الجديدة لسيارات وتوابعها يشمل زينة السيارات,أخرى,https://maroof.sa//app/businesses/product1.jpg,1010041506.0,0,/Content/Stamps/gold-logo.png,0.0,0,/210064,0114480301,https://wa.me/966531223340,farseas2000@yahoo.com,https://bahmaid.com,,
